Date,Open,High,Low,Close,Adj Close,Volume
2021-09-07,4244.399902,4245.759766,4219.859863,4225.009766,4225.009766,19617700
2021-09-08,4219.819824,4219.819824,4160.370117,4177.149902,4177.149902,28205800
2021-09-09,4171.459961,4194.589844,4134.799805,4177.109863,4177.109863,23634700
2021-09-10,4184.049805,4205.220215,4161.089844,4170.350098,4170.350098,23727900
2021-09-13,4174.669922,4210.620117,4174.669922,4189.529785,4189.529785,25543800
2021-09-14,4188.350098,4202.439941,4163.950195,4191.669922,4191.669922,26396800
2021-09-15,4188.919922,4196.600098,4145.939941,4145.939941,4145.939941,33864000
2021-09-16,4151.629883,4190.169922,4151.629883,4169.870117,4169.870117,33372200
2021-09-17,4180.279785,4213.729980,4119.270020,4130.839844,4130.839844,69032400
2021-09-20,4102.189941,4102.189941,4011.489990,4043.629883,4043.629883,50987600
2021-09-21,4049.689941,4106.759766,4049.689941,4097.509766,4097.509766,36490700
2021-09-22,4104.430176,4150.189941,4104.430176,4150.189941,4150.189941,32150600
2021-09-23,4158.209961,4206.109863,4158.209961,4194.919922,4194.919922,34075700
2021-09-24,4188.430176,4188.430176,4149.939941,4158.509766,4158.509766,26615400
2021-09-27,4164.629883,4196.069824,4159.600098,4165.479980,4165.479980,38017500
2021-09-28,4160.470215,4160.470215,4056.169922,4058.820068,4058.820068,42079300
2021-09-29,4070.449951,4108.220215,4070.449951,4080.219971,4080.219971,28452300
2021-09-30,4089.159912,4116.350098,4048.080078,4048.080078,4048.080078,39716900
2021-10-01,4037.159912,4055.010010,3981.810059,4035.300049,4035.300049,34489200
2021-10-04,4026.699951,4037.350098,3993.870117,3996.409912,3996.409912,26074700
2021-10-05,4002.610107,4066.639893,4001.419922,4065.429932,4065.429932,43061600
2021-10-06,4049.639893,4049.639893,3965.870117,4012.649902,4012.649902,45053800
2021-10-07,4037.479980,4099.390137,4037.479980,4098.339844,4098.339844,44367100
2021-10-08,4097.120117,4101.959961,4073.290039,4073.290039,4073.290039,30081000
2021-10-11,4071.149902,4076.800049,4043.780029,4072.520020,4072.520020,28502200
2021-10-12,4058.540039,4063.479980,4019.550049,4055.090088,4055.090088,27490700
2021-10-13,4052.479980,4092.729980,4040.310059,4083.280029,4083.280029,30575100
2021-10-14,4088.139893,4151.759766,4088.139893,4149.060059,4149.060059,34747300
2021-10-15,4160.040039,4186.609863,4159.069824,4182.910156,4182.910156,52844100
2021-10-18,4177.729980,4177.729980,4131.410156,4151.399902,4151.399902,32046900
2021-10-19,4159.220215,4169.609863,4151.439941,4166.830078,4166.830078,29474200
2021-10-20,4164.500000,4178.950195,4143.830078,4172.169922,4172.169922,26139300
2021-10-21,4163.620117,4166.500000,4140.060059,4155.729980,4155.729980,23622000
2021-10-22,4158.439941,4203.669922,4158.439941,4188.810059,4188.810059,23223000
2021-10-25,4194.839844,4198.970215,4185.140137,4188.310059,4188.310059,25371300
2021-10-26,4187.549805,4230.879883,4187.549805,4223.970215,4223.970215,26048800
2021-10-27,4220.740234,4226.990234,4205.419922,4220.879883,4220.879883,30330600
2021-10-28,4220.740234,4236.200195,4213.169922,4233.870117,4233.870117,29454600
2021-10-29,4228.729980,4250.680176,4187.810059,4250.560059,4250.560059,35857400
2021-11-01,4256.930176,4291.810059,4256.930176,4280.470215,4280.470215,28152400
2021-11-02,4276.720215,4297.450195,4273.100098,4296.220215,4296.220215,24980200
2021-11-03,4292.589844,4309.660156,4291.100098,4309.609863,4309.609863,28690300
2021-11-04,4314.509766,4340.810059,4314.509766,4333.339844,4333.339844,37958100
2021-11-05,4330.140137,4375.040039,4330.140137,4363.040039,4363.040039,31450400
2021-11-08,4359.740234,4366.540039,4352.450195,4352.529785,4352.529785,24731400
2021-11-09,4346.620117,4364.040039,4337.660156,4344.629883,4344.629883,24140500
2021-11-10,4349.799805,4358.459961,4330.290039,4348.819824,4348.819824,26208000
2021-11-11,4347.259766,4358.799805,4334.930176,4358.000000,4358.000000,21881800
